hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28,hashtags/29,ownerUsername,shortCode,videoDuration,ownerFullName,url,videoUrl,displayUrl,id,type,caption
dailyinspiration,dailymotivation,motivation,psychologyofexercise,workout,youcandothis,feelbetter,anxiety,depression,lowmood,liftyourmood,moveyourbody,psychologist,psychologistsofinstagram,therapistsofinstagram,drjuliesmith,selfhelp,selfhealer,selfhealing,selfcare,ocd,coronafear,isolation,mentalhealth,mentalhealthawareness,doctor,psychologyfacts,psychology,moodlifter,NA,drjulie,B-g4X8Lj0-a,57.666,Dr Julie Smith | Psychologist,https://www.instagram.com/p/B-g4X8Lj0-a/,https://instagram.fyei1-1.fna.fbcdn.net/v/t50.2886-16/91810345_226560218714820_8969294747843062838_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU0MC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.fyei1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=6hovB3Y4MJMAX-o-A-P&edm=AABBvjUBAAAA&vs=17951008441325467_1899648673&_nc_vs=HBksFQAYJEdDbnFlQVhFVWxzcERzNEFBRFpzOWtJTlZubDhia1lMQUFBRhUAAsgBABUAGCRHQU1uZXdXNkhUOWtGWXNDQUswRkxCcElmcmw4YmtZTEFBQUYVAgLIAQAoABgAGwAVAAAmtuPVuZqW4z8VAigCQzMsF0BM1T987ZFoGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqBwA%3D&_nc_rid=78d0f818d0&ccb=7-5&oh=00_AfA41WpfKrcLWXgRCHhNmRLJ5MhCrAC6oS3lC_RcYN7RxA&oe=64335463&_nc_sid=83d603,https://instagram.fyei1-1.fna.fbcdn.net/v/t51.2885-15/91485469_106041157617901_8503266708808645301_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fyei1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=y-yjY8vR76EAX8DrD0X&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfBBv2NA2hKJaYKA73oqwcsqfus67U1wCxyEJDLNj7_mBw&oe=64331225&_nc_sid=83d603,2.28E+18,Video,"Tip of the day for improving mood and overall wellbeing: exercise. It doesn’t have to be conventional or prescriptive. Dancing around the house counts. Our bodies were built to move and everything in our body and mind works better when we do. Have a great day!
.
.
#dailyinspiration #dailymotivation #motivation #psychologyofexercise #workout #youcandothis #feelbetter #anxiety #depression #lowmood #liftyourmood #moveyourbody #psychologist #psychologistsofinstagram #therapistsofinstagram #drjuliesmith #selfhelp #selfhealer #selfhealing #selfcare #ocd #coronafear #isolation #mentalhealth #mentalhealthawareness #doctor #psychologyfacts #psychology #moodlifter"
bekind,selfcompassion,judgementalpeople,worry,socialanxiety,memyselfandi,whatwilltheythink,friends,frienemy,confidence,confident,beconfidentinyourself,howtobeconfident,selfworth,selfcomparison,youareenough,positivechange,mindsetiseverything,dontholdback,youcandoit,nobulliesallowed,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,B8_GcweAjk5,40.2,Dr Julie Smith | Psychologist,https://www.instagram.com/p/B8_GcweAjk5/,https://scontent-cdg4-2.cdninstagram.com/v/t50.2886-16/88100623_618091112370921_4813287199387503461_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU3Ni5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=JSZHYBNSb-AAX-gzJ1J&edm=AABBvjUBAAAA&vs=18100657267120238_3752591820&_nc_vs=HBksFQAYJEdBOVBRQVhwRWpHTkpqSUNBR1ZMYmJrME84eENia1lMQUFBRhUAAsgBABUAGCRHR2w5TlFXZWtKUXhCY3NCQUR6NDhQTFBfS0ZRYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAm3IH7n%2FKcp0AVAigCQzMsF0BEGZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqBwA%3D&_nc_rid=4aa3bc3379&ccb=7-5&oh=00_AfDo-Tx8n3oeLE2nhFTKovPDnxAfh8EQJ1iXVe4joFpHvg&oe=64332534&_nc_sid=83d603,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/85180053_579725045962562_7208738960720022467_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=EfRc92P_rloAX-RFg4m&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfAWmgEOgJca_jtGsEJxCVAoX6YZbmQyYWQiQMJzsZb56Q&oe=6433556F&_nc_sid=83d603,2.25E+18,Video,A few thoughts on that natural human tendency to worry about what other people think. What helps you to care less about the opinions and judgments of other people? #bekind #selfcompassion #judgementalpeople #worry #socialanxiety #memyselfandi #whatwilltheythink #friends #frienemy #confidence #confident #beconfidentinyourself #howtobeconfident #selfworth #selfcomparison #youareenough #positivechange #mindsetiseverything #dontholdback #youcandoit #nobulliesallowed
laughterisimedicine,mentalhealthawareness,mentalhealth,therapistsofinstagram,psychologistsofinstagram,depression,anxiety,ptsd,ocd,postnataldepression,therapy,laugh,selfhelp,selfheal,selfhealers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,B-DH8wGjXHY,59.1,Dr Julie Smith | Psychologist,https://www.instagram.com/p/B-DH8wGjXHY/,https://instagram.fksn2-1.fna.fbcdn.net/v/t50.2886-16/90570929_234968687657956_3027961367929931446_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU3Ni5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.fksn2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=J4XmApOOFKcAX8ukVGm&edm=AABBvjUBAAAA&vs=17867712235674116_1205477601&_nc_vs=HBksFQAYJEdMRUFaZ1hrUXlucHM5VUFBTGJHRVVIU2VnVXFia1lMQUFBRhUAAsgBABUAGCRHQWtTYWdYMEg3NGFVNVFLQU5DSDdYYkVsUVFpYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAmiMvCnN2lvT8VAigCQzMsF0BNjMzMzMzNGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqBwA%3D&_nc_rid=c4fa33453d&ccb=7-5&oh=00_AfCs8vHVil4UUA6pcO-CLwEMwffwkFviVgMY-lKa1Qju_A&oe=6432F0FC&_nc_sid=83d603,https://instagram.fksn2-1.fna.fbcdn.net/v/t51.2885-15/90995993_833303860484853_2296013135037386624_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fksn2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=I-DVGUmsY9wAX8lXjRy&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfC5I0IIk7EdL5DI3tfPbHbrIghe5tvQJ92TvvXFO6TD-w&oe=64336CD2&_nc_sid=83d603,2.27E+18,Video,Laughter is medicine so here is a little something to put a smile on your face and keep spreading the word for mental health awareness.  #laughterisimedicine #mentalhealthawareness #mentalhealth #therapistsofinstagram #psychologistsofinstagram #depression #anxiety #ptsd #ocd #postnataldepression #therapy #laugh #selfhelp #selfheal #selfhealers
copingwithchange,stress,psychologist,psychology,stressed,anxiety,anxious,stressful,stressrelief,stressremedy,stressresilience,pain,depression,ocd,talk,connect,therapy,talkingtherapy,bettertogether,relationships,couples,family,psychologistsofinstagram,NA,NA,NA,NA,NA,NA,NA,drjulie,B-zNlPxjSqK,15.066,Dr Julie Smith | Psychologist,https://www.instagram.com/p/B-zNlPxjSqK/,https://instagram.fsac1-2.fna.fbcdn.net/v/t50.2886-16/92367359_223151938897769_1209953384039756068_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU3Ni5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.fsac1-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=qx6tQ8Ufks4AX9vvseY&edm=AABBvjUBAAAA&vs=17879262712567477_3246268306&_nc_vs=HBksFQAYJEdQOXBnUVZwaHd5YzlNb0FBQ1N4ZURJeG5zb1Fia1lMQUFBRhUAAsgBABUAGCRHUE1RZkFXNWY0WUpBdE1KQUg3RkFET0t6cDFPYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAm6qq9v4fGwj8VAigCQzMsF0AuIcrAgxJvGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqBwA%3D&_nc_rid=214a350f32&ccb=7-5&oh=00_AfA3od3v1RvjLy2LiA1RF7EfGlXCY5KJ-oR-dDRBK0hXgA&oe=6432FA1B&_nc_sid=83d603,https://instagram.fsac1-1.fna.fbcdn.net/v/t51.2885-15/92300924_1230376897353816_6524416767293521709_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsac1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=ojrU3CQaQSoAX914_4G&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCKDey1diMM0GDl5A5-XLo4VUC88poy5as8_Yw_VKGcnQ&oe=6432E125&_nc_sid=83d603,2.28E+18,Video,"Our bodies have an inbuilt mechanism for stress resilience. It is human connection. When we connect with others the physiological impact on the body is less damaging than when we deal with it alone. Let’s use all our wonderful technology to help us through the stresses that we face.
.
.
.
#copingwithchange #stress #psychologist #psychology #stress #stressed #anxiety #anxious #stressful #stressrelief #stressremedy #stressresilience #pain #depression #ocd #talk #connect #therapy #talkingtherapy #bettertogether #relationships #couples #family #psychologistsofinstagram"
selfdoubt,selfdoubtsucks,selfdoubtkillsdreams,selfdoubtquotes,believeinyourself,beliveinyou,youcandoit,strongerthanyouthink,stopdoubtingyourself,stopdoubting,motivation,motivationalquotes,motivation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,B8y9X8yAaRi,15.033,Dr Julie Smith | Psychologist,https://www.instagram.com/p/B8y9X8yAaRi/,https://scontent-ord5-2.cdninstagram.com/v/t50.2886-16/87187613_672146493325003_7568789373385204714_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU3Ni5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=KRr0JTtr15cAX-1za9F&edm=AABBvjUBAAAA&vs=18052767283211928_313817724&_nc_vs=HBksFQAYJEdKMWdNZ1hMdnZoTVVHTUNBT3BqWUh6VnZRbHBia1lMQUFBRhUAAsgBABUAGCRHSGcyTUFXUWpaS2sxYjRCQUhNZWZsVFVidnhCYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAmsN%2BLmKy5kUAVAigCQzMsF0AuEOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqBwA%3D&_nc_rid=79b695251b&ccb=7-5&oh=00_AfCw7F1z98woM-hYgwGDIav60x3db2I0x9X1tnbuN9xVPg&oe=64336923&_nc_sid=83d603,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/87270801_1087399454931473_5694181828146367864_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=105&_nc_ohc=ck-ZCf9kbxAAX9KBSlg&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfA5-XtTnquAnQmdWowFAOMaCJPFlvemcERM75CgW_saXw&oe=6432F5C6&_nc_sid=83d603,2.25E+18,Video,"??? Quick message to anyone who doubts themselves ?? *If you like any of my videos please help me to share to others by reposting or sharing, thank you 

#selfdoubt #selfdoubtsucks #selfdoubtkillsdreams #selfdoubtquotes #selfdoubt #believeinyourself #beliveinyou #youcandoit #strongerthanyouthink #stopdoubtingyourself #stopdoubting #motivation #motivationalquotes #motivation"
psychologistsofinstagram,psychologistonline,therapist,mytherapistsays,psychotherapist,therapysession,therapy,copingskills,copingmechanism,copingstrategies,copingwithdepression,copingwithmentalillness,copingwithptsd,copingwithanxiety,copingwithgrief,copingskillsforkids,copingwithstress,tipsonanxiety,anxietytips,anxietytip,anxietyproblems,anxietyreliever,anxietysupport,anxietyanddepression,anxietyrecovery,anxietyattacks,anxiousmind,therapistsofinstagram,drjulie,NA,drjulie,B8zcF00giUa,65.066,Dr Julie Smith | Psychologist,https://www.instagram.com/p/B8zcF00giUa/,https://instagram.fyei6-1.fna.fbcdn.net/v/t50.16885-16/87035342_513262602710611_1398125518135593338_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5pZ3R2LmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.fyei6-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=pa51-YEBxa8AX_6neYA&edm=AABBvjUBAAAA&vs=17938206172339972_352535440&_nc_vs=HBksFQAYJEdNNE5NQVZUYmh4RHo5SUJBSHFKNFV2QUkyY1RidlZCQUFBRhUAAsgBABUAGCRHSGl2TEFXbkZoQkxLM1lBQURIaVVmZUhBT2hyYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaIhpGwga3dPxUCKAJDMywXQFBEOVgQYk4YEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&_nc_rid=4a4c8e99b3&ccb=7-5&oh=00_AfDOXmKItEwrbcxwfPaQyOaPf2mL_Thouaqm5P6XwzfnXA&oe=6432D703&_nc_sid=83d603,https://instagram.fyei6-5.fna.fbcdn.net/v/t51.2885-15/84996422_2921400551214120_2444879879277865463_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fyei6-5.fna.fbcdn.net&_nc_cat=100&_nc_ohc=TGjTdhlXUpQAX_-yfYC&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfAuSOBzxEwCDvJFrP3wBEHGtnoNsNZfda336TyyNE0UYQ&oe=6432DE9D&_nc_sid=83d603,2.25E+18,Video,"Check out these 4 strategies for coping with intense emotion. No rocket science. Just good, evidence-based techniques to help you get through those tough moments. ??? Please share or repost this so that more people can have access to this information about how to influence their emotions  ?? .
.
#psychologistsofinstagram #psychologistonline #therapist #mytherapistsays #psychotherapist #therapysession #therapy #copingskills #copingmechanism #copingstrategies #copingwithdepression #copingwithmentalillness #copingwithptsd #copingwithanxiety #copingwithgrief #copingwithptsd #copingskillsforkids #copingwithstress #tipsonanxiety #anxietytips #anxietytip #anxietyproblems #anxietyreliever #anxietysupport #anxietyanddepression #anxietyrecovery #anxietyattacks #anxiousmind #therapistsofinstagram #drjulie"
2,anxietyhacks,anxietyhackers,anxietyawareness,groundingtechniques,mindfulness,mindfullness,mindfullnes,anxietyrelief,anxietywarrior,anxiety,anxietyhelp,anxietysucks,anxious,anxietytips,anxietyfree,anxietyreducer,anxietyhealing,tipsonanxiety,anxietytip,anxietyproblems,anxietyreliever,anxietysupport,anxietyanddepression,anxietyrecovery,anxietyattacks,anxiousmind,playdoh,playdough,playdoughideas,drjulie,B81MDrNAJju,11.066,Dr Julie Smith | Psychologist,https://www.instagram.com/p/B81MDrNAJju/,https://instagram.fmvd4-1.fna.fbcdn.net/v/t50.2886-16/86856306_646123206166790_1957931949276956473_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU3Ni5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.fmvd4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=rd1G4TGLL8EAX9h23jL&edm=AABBvjUBAAAA&vs=17843127853992774_4072616692&_nc_vs=HBksFQAYJEdISlNMUVVHU1M5SXBVc0NBRG1IQ3Z1N19Dc2Jia1lMQUFBRhUAAsgBABUAGCRHRHZLS3dYc0ZGY1hocG9BQVB5WF82ak04cTlBYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAmjN%2F%2BwtyOsj8VAigCQzMsF0AmIcrAgxJvGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqBwA%3D&_nc_rid=f01606a253&ccb=7-5&oh=00_AfBdrR-lLLa9lAToT9Gsz-GBojK3LZZYljA1jRmokBb2nQ&oe=6432EAD6&_nc_sid=83d603,https://instagram.fmvd4-1.fna.fbcdn.net/v/t51.2885-15/85123161_2796539983774074_852761788320726914_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fmvd4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=YpRH-U3KDeUAX9C3N9Y&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfA1IF-HpbM5W4CFFU_4IpOXJcSdeBkvZ9DxqTr3v9HBBA&oe=64335406&_nc_sid=83d603,2.25E+18,Video,"Quick Anxiety Hack #2. Play Doh can help bring your attention back to the here and now. Helps to relax and can be used as a grounding technique.
 I mixed them at the end, my bad . Did that make anyone anxious? let me know.
More anxiety hacks to come.
.
.
.
#anxietyhacks #anxietyhackers #anxietyawareness #groundingtechniques #mindfulness #mindfullness #mindfullnes #anxietyrelief #anxietywarrior #anxiety #anxietyhelp #anxietysucks #anxious #anxietytips #anxietyfree #anxietyreducer #anxietyhealing #tipsonanxiety #anxietytips #anxietytip #anxietyproblems #anxietyreliever #anxietysupport #anxietyanddepression #anxietyrecovery #anxietyattacks #anxiousmind #playdoh #playdough #playdoughideas"
depression,lowmood,depressed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,B8wUclzAEkX,15.033,Dr Julie Smith | Psychologist,https://www.instagram.com/p/B8wUclzAEkX/,https://instagram.fdel27-4.fna.fbcdn.net/v/t50.2886-16/86609296_2704642546309920_124545850358972892_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU3Ni5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.fdel27-4.fna.fbcdn.net&_nc_cat=100&_nc_ohc=jh6b7zjq6poAX-rpibs&edm=AABBvjUBAAAA&vs=17910261331405433_3954920537&_nc_vs=HBksFQAYJEdKQ05LUVVnbXplcTI1c0pBTnhCNVlES2Vib0Jia1lMQUFBRhUAAsgBABUAGCRHR0JYS3dYT0pIN1FJWEVBQUhEanBoMlZZNHdwYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAm8p3kqbPS0D8VAigCQzMsF0AuEOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqBwA%3D&_nc_rid=8de8057aac&ccb=7-5&oh=00_AfCXEGzZaOD4iHWauIBPPcBNYFs5g7eGXh10HRk9ht7BQw&oe=6432DA27&_nc_sid=83d603,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/85005409_560399501232680_6605356060614663418_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=-E2MxyibVEUAX-pJpqy&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfATx4xnaHkxUzv5kOTz5O4t7eu4jR_LuoQAvfF3-ffo4Q&oe=64332B3F&_nc_sid=83d603,2.25E+18,Video,Please note this is not a list of symptoms or criteria for clinical diagnosis of depression. It is to provoke thought and reflection. If you have any concerns about your mental health please visit your doctor or make contact with a psychologist or therapist. #depression #lowmood #depressed
makeachange,newstart,freshstart,addicted,addiction,youcandoit,changes,newlife,newyou,giveup,moveon,selfcare,selflove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,B8oNROkgnvn,59.1,Dr Julie Smith | Psychologist,https://www.instagram.com/p/B8oNROkgnvn/,https://instagram.fosu2-1.fna.fbcdn.net/v/t50.2886-16/86193303_3154903377862373_2188652614442484234_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU0MC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.fosu2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=44PfEOI8HkoAX_kSiK6&edm=AABBvjUBAAAA&vs=17863565848678350_2749270341&_nc_vs=HBksFQAYJEdKYzBJd1hsWGlNdlhqVUxBQW9Day1UMHAxOGVia1lMQUFBRhUAAsgBABUAGCRHSm45SVFYWnFZT0wxSm9BQUtmTkU4VV9OSjVEYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAmnIDJjLC0uz8VAigCQzMsF0BNjMzMzMzNGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqBwA%3D&_nc_rid=501e2d9efa&ccb=7-5&oh=00_AfDDH1YK_JXb1VNTZq389LsCRergypXJhXB-a0u6CVlsIg&oe=6432E9D4&_nc_sid=83d603,https://instagram.fosu2-2.fna.fbcdn.net/v/t51.2885-15/84609089_526485337986208_6019368311152527175_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fosu2-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=xpvmIPkeWAYAX-_Vc8_&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCJ_tXFyDoo_VIZZo_yJFrHr3op8dz7ynUwogJYHiInmA&oe=6432E04F&_nc_sid=83d603,2.25E+18,Video,"Mind Hack - Focus
A big mistake people make when trying to make a change is that they sometimes focus on the problem. What are you going to focus on instead this year?
#makeachange #newstart #freshstart #addicted #addiction #youcandoit #changes #newlife #newyou #giveup #moveon #selfcare #selflove"
coronavirus,covid_19,covid19,covidpanic,panicattack,panic,anxietyattack,mentalhealth,anxietyrelief,anxiety,anxietysupport,anxietyproblems,panicattacks,anxietyreliever,anxious,anxietysucks,anxietyhelp,anxietyanddepression,mentalhealthawareness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,B94dWDiAOuL,48.666,Dr Julie Smith | Psychologist,https://www.instagram.com/p/B94dWDiAOuL/,https://scontent-lga3-2.cdninstagram.com/v/t50.2886-16/89869976_637092723752005_947112389451456954_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU3Ni5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=za2s2PqTPfQAX9YeyIV&edm=AABBvjUBAAAA&vs=17861213320752035_2557125238&_nc_vs=HBksFQAYJEdKaE9Xd1ZGLUh5MWJrTUNBTG9ob0RfejBTUU5ia1lMQUFBRhUAAsgBABUAGCRHQTlOV2dVT1RkeVVPdTBDQU5HaWg0OWVmbE5MYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAmxr7h4LSruj8VAigCQzMsF0BIVT987ZFoGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqBwA%3D&_nc_rid=7f61f0296c&ccb=7-5&oh=00_AfDCHuD0mlF8tazPbnBWndBrdlnoWE2kamGsgazs6lJCpg&oe=64333C90&_nc_sid=83d603,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/89992467_726664024530530_873702379575573536_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=ucRqI3VXS1QAX-s95ci&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDmR2Cgm9UKHhwh4lF0kyv8rxQRRwk4eyScW0T-e1fq2A&oe=64334DDB&_nc_sid=83d603,2.27E+18,Video,"??? Please it’s important, share this video to help people manage their mental health during the outbreak. Let me know if you find this useful and would like more or have a topic you would like me to cover relating to mental health.
Take care, love to all ?? .
.
.
#coronavirus #covid_19 #covid19 #covidpanic #panicattack #panic #anxietyattack #mentalhealth #anxietyrelief #anxiety #anxietyattack #anxietysupport #anxietyproblems #panicattacks #panic #anxietyreliever #anxietyproblems #anxious #anxietysucks #anxietyhelp #anxietyanddepression #mentalhealthawareness"
bekind,kindness,love,lookaftereachother,loveeachother,bekindalways,bekindtooneanother,bekindtoothers,helpingothers,helpingpeople,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,B8uWE8fgALr,28.366,Dr Julie Smith | Psychologist,https://www.instagram.com/p/B8uWE8fgALr/,https://scontent-dfw5-1.cdninstagram.com/v/t50.2886-16/87184474_107240130866391_3440411757598280639_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU3Ni5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=1WONgt825y0AX_naxLO&edm=AABBvjUBAAAA&vs=17935260679346253_832828894&_nc_vs=HBksFQAYJEdGcFVNZ1hYN09mSmlHRUFBTDhMdWZSRHpMNHZia1lMQUFBRhUAAsgBABUAGCRHRmhtSlFVLTJkOF9nOE1BQUlsRlNGUnJtbTRsYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAmmqru38iB3D8VAigCQzMsF0A8XbItDlYEGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqBwA%3D&_nc_rid=1b4f61eae0&ccb=7-5&oh=00_AfDznROBzi8za5q-pNuodw_nZ4iQSCUu2uTzhYxZxq6OMw&oe=64332393&_nc_sid=83d603,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/84687078_1673488652793568_3486010717202537090_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=isrystu0bb8AX_0X6Uh&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCsYemKCSCzeIBX4OsYnH2ZbOIOMT-5YnRzrE9GHu5Eww&oe=6432DF45&_nc_sid=83d603,2.25E+18,Video,"Please share this with someone today ?????
Feel free to repost or share any of my videos. The more people see them the more people they can help 

#bekind #kindness #love #lookaftereachother #loveeachother #bekindalways #bekindtooneanother #bekindtoothers #helpingothers #helpingpeople"
